season,qb_name,dropbacks,epa,epa_per_db,ints,sacks,air_yards,comp,att,yac,int_rate,sack_rate,ay_per_att,yac_per_comp,team,db_x,team_dropbacks,team_sacks,team_sack_rate_allowed,team_yac,team_completions,team_yac_per_comp,db_y,no_huddle_plays,team_no_huddle_rate,next_epa_per_db,seasons_seen
2022,D.Watson,200,-20.533106,-0.10266553,5,20,1215.0,99.0,188,530.0,0.025,0.1,6.462765957446808,5.353535,CLE,200,615,44,0.07154471544715447,1593.0,335.0,4.7552238,615,81,0.13170731707317074,-0.09589737,4
2023,D.Watson,204,-19.563063,-0.09589737,4,17,1593.0,105.0,187,499.0,0.0196078431372549,0.08333333333333333,8.518716577540108,4.752381,CLE,204,696,45,0.06465517241379311,1853.0,355.0,5.2197185,696,48,0.06896551724137931,-0.20652537,5
2024,D.Watson,271,-55.968376,-0.20652537,3,33,1569.0,137.0,250,594.0,0.01107011070110701,0.12177121771217712,6.276,4.3357663,CLE,271,770,66,0.08571428571428572,1711.0,395.0,4.3316455,770,139,0.18051948051948052,,6
2018,E.Manning,631,22.877588,0.036256082,11,47,4229.0,380.0,627,2162.0,0.017432646592709985,0.07448494453248812,6.74481658692185,5.6894736,NYG,631,638,47,0.07366771159874608,2200.0,382.0,5.7591624,638,64,0.10031347962382445,-0.04374758,1
2019,E.Manning,153,-6.69338,-0.04374758,5,5,1199.0,91.0,152,417.0,0.032679738562091505,0.032679738562091505,7.8881578947368425,4.5824175,NYG,153,682,43,0.06304985337243402,1807.0,376.0,4.805851,682,80,0.11730205278592376,,2
2023,E.Stick,196,-25.622814,-0.13072865,1,14,1204.0,111.0,187,578.0,0.00510204081632653,0.07142857142857142,6.438502673796791,5.207207,LAC,196,715,43,0.06013986013986014,2160.0,409.0,5.2811737,715,125,0.17482517482517482,,1
2019,G.Minshew,225,-1.1787066,-0.005238696,2,14,1588.0,124.0,209,661.0,0.008888888888888889,0.06222222222222222,7.598086124401914,5.330645,JAX,225,690,42,0.06086956521739131,1892.0,364.0,5.197802,690,55,0.07971014492753623,-0.0010819974,1
2023,G.Minshew,548,-0.5929346,-0.0010819974,9,34,3579.0,305.0,527,1566.0,0.016423357664233577,0.06204379562043796,6.791271347248577,5.134426,IND,548,648,41,0.06327160493827161,1863.0,355.0,5.247887,648,95,0.14660493827160495,-0.12015997,2
2024,G.Minshew,344,-41.33503,-0.12015997,10,29,1848.0,203.0,333,1099.0,0.029069767441860465,0.08430232558139535,5.54954954954955,5.413793,LV,344,703,50,0.07112375533428165,2061.0,410.0,5.0268292,703,94,0.1337126600284495,,3
2019,G.Minshew II,332,-3.480579,-0.010483671,4,19,1884.0,161.0,298,869.0,0.012048192771084338,0.0572289156626506,6.322147651006712,5.3975153,JAX,332,690,42,0.06086956521739131,1892.0,364.0,5.197802,690,55,0.07971014492753623,0.060449824,1
2020,G.Minshew II,254,15.354256,0.060449824,2,17,1763.0,137.0,240,661.0,0.007874015748031496,0.06692913385826772,7.345833333333333,4.8248177,JAX,254,694,44,0.06340057636887608,1696.0,387.0,4.382429,694,56,0.08069164265129683,,2
2022,G.Smith,652,25.11989,0.03852744,11,46,4311.0,399.0,619,1780.0,0.01687116564417178,0.0705521472392638,6.964458804523425,4.461153,SEA,652,653,46,0.07044410413476264,1780.0,399.0,4.461153,653,127,0.19448698315467075,0.07723233,1
2023,G.Smith,548,42.32332,0.07723233,9,31,3500.0,323.0,528,1714.0,0.016423357664233577,0.05656934306569343,6.628787878787879,5.3065014,SEA,548,635,38,0.05984251968503937,2019.0,371.0,5.4420485,635,95,0.14960629921259844,0.032246504,2
2024,G.Smith,653,21.056967,0.032246504,15,50,3998.0,407.0,629,2133.0,0.022970903522205207,0.07656967840735068,6.356120826709062,5.240786,SEA,653,673,54,0.08023774145616643,2140.0,413.0,5.181598,673,159,0.2362555720653789,-0.12966287,3
2025,G.Smith,521,-67.55436,-0.12966287,17,55,2763.0,302.0,503,1713.0,0.03262955854126679,0.10556621880998081,5.493041749502982,5.6721854,LV,521,600,64,0.10666666666666667,1806.0,340.0,5.3117647,600,70,0.11666666666666667,,4
2018,J.Allen,395,-8.90009,-0.022531874,12,28,3509.0,168.0,348,913.0,0.030379746835443037,0.07088607594936709,10.083333333333334,5.4345236,BUF,395,597,41,0.06867671691792294,1354.0,270.0,5.014815,597,64,0.10720268006700168,-0.03586118,1
2019,J.Allen,440,-15.778919,-0.03586118,9,35,3380.0,214.0,401,1058.0,0.020454545454545454,0.07954545454545454,8.428927680798004,4.9439254,BUF,440,595,40,0.06722689075630252,1503.0,299.0,5.026756,595,103,0.173109243697479,0.28654373,2
2020,J.Allen,628,179.94946,0.28654373,10,26,4857.0,396.0,599,1871.0,0.01592356687898089,0.041401273885350316,8.108514190317194,4.7247477,BUF,628,653,27,0.04134762633996937,1946.0,410.0,4.746341,653,54,0.08269525267993874,0.15192443,3
2021,J.Allen,675,102.54899,0.15192443,15,26,4889.0,377.0,631,1609.0,0.022222222222222223,0.03851851851851852,7.748019017432647,4.2679043,BUF,675,733,27,0.036834924965893585,1752.0,415.0,4.221687,733,98,0.13369713506139155,0.21747623,4
2022,J.Allen,651,141.57703,0.21747623,14,33,5229.0,359.0,600,1588.0,0.021505376344086023,0.05069124423963134,8.715,4.4233985,BUF,651,658,33,0.05015197568389058,1593.0,361.0,4.4127426,658,75,0.11398176291793313,0.16673814,5
2023,J.Allen,652,108.713264,0.16673814,18,24,5021.0,385.0,604,1973.0,0.027607361963190184,0.03680981595092025,8.312913907284768,5.1246753,BUF,652,652,24,0.03680981595092025,1973.0,385.0,5.1246753,652,106,0.16257668711656442,0.30517513,6
2024,J.Allen,541,165.09975,0.30517513,6,14,4022.0,307.0,497,1998.0,0.011090573012939002,0.025878003696857672,8.092555331991951,6.5081434,BUF,541,579,14,0.024179620034542316,2179.0,329.0,6.6231003,579,27,0.046632124352331605,0.1611285,7
2025,J.Allen,554,89.26519,0.1611285,10,40,3359.0,319.0,506,1897.0,0.018050541516245487,0.07220216606498195,6.638339920948616,5.9467087,BUF,554,593,40,0.06745362563237774,2033.0,344.0,5.9098835,593,27,0.045531197301854974,,8
2019,J.Brissett,504,8.885443,0.017629847,6,27,3545.0,272.0,472,1519.0,0.011904761904761904,0.05357142857142857,7.510593220338983,5.584559,IND,504,578,32,0.05536332179930796,1676.0,307.0,5.4592834,578,31,0.05363321799307959,-0.08368136,1
2021,J.Brissett,257,-21.50611,-0.08368136,4,19,1703.0,141.0,244,508.0,0.01556420233463035,0.07392996108949416,6.979508196721311,3.6028368,MIA,257,688,40,0.05813953488372093,1739.0,404.0,4.3044553,688,84,0.12209302325581395,0.075824134,2
2022,J.Brissett,414,31.391191,0.075824134,6,24,3220.0,236.0,391,1063.0,0.014492753623188406,0.057971014492753624,8.235294117647058,4.504237,CLE,414,615,44,0.07154471544715447,1593.0,335.0,4.7552238,615,81,0.13170731707317074,-0.1669037,3
